nickname,team,conference,rating,lat,long,coords,score,wins,losses
SJSU,San Jose State,MWC-WEST,62.73,37.3201051866908,-121.86811613079,"(37.3201,-121.8681)",3,Stan UNLV FrSt ,Cal Wash UCLA WSU 
Kent,Kent State,MAC-EAST,62.71,41.1390868254951,-81.3134394586086,"(41.1391,-81.3134)",3,Akr Ohio Buff ,Tol Mars Syr WVU 
GASO,Georgia Southern,SUN BELT EAST,62.25,32.4122116763477,-81.7831707000732,"(32.4122,-81.7832)",3,FIU FAU GaSt ,USCe CCar UGA App 
CCar,Coastal Carolina,SUN BELT EAST,62.18,33.7928381752244,-79.0170228280525,"(33.7928,-79.017)",3,GASO Char ECU ,NCSU USCe UGA Duke 
MiaO,Miami (OH),MAC-EAST,60.81,39.5194211314234,-84.7333545014001,"(39.5194,-84.7334)",3,MidT Bowl CMU ,Cinc UK Ball Ohio 
Ball,Ball State,MAC-WEST,60.11,40.2160276446665,-85.4176996220661,"(40.216,-85.4177)",3,WMU MiaO Bowl ,OhSt Cinc Ind WKU 
UNLV,UNLV,MWC-WEST,58.85,36.0859738804692,-115.017113685607,"(36.086,-115.0171)",3,ASU SDSU Hawa ,FrSt SJSU Utah CoSt 
Temp,Temple,AAC,58.03,39.9007489004881,-75.1674914360046,"(39.9007,-75.1675)",3,BC UVA ECU ,Rutg Mary Navy ODU 
ODU,Old Dominion,SUN BELT EAST,57.77,36.8887813152348,-76.3056761026382,"(36.8888,-76.3057)",3,Navy UVA Temp ,ECU Mary UNC Rutg 
CoSt,Colorado State,MWC-MOUNTAIN,56.64,40.561742448678,-105.139843711922,"(40.5617,-105.1398)",3,Colo AF UNLV ,Wyo IaSt Utah Neb 
LaTe,Louisiana Tech,CONF-USA,53.19,32.5322380991582,-92.6560188758494,"(32.5322,-92.656)",3,ArSt NoTX Rice ,ULM SMU Lous Hou 
Akr,Akron,MAC-EAST,52.73,41.0725695152871,-81.5083837509155,"(41.0726,-81.5084)",3,Buff Bowl Tol ,Kent Mich Pitt WVU 
ECU,East Carolina,AAC,70.85,35.5964257969893,-77.3652291297912,"(35.5964,-77.3652)",2,ODU UNC ,NCSU VPI CCar Duke Temp 
App,Appalachian State,SUN BELT EAST,67.31,36.211515301693,-81.6855061054229,"(36.2115,-81.6855)",2,Char GASO ,VPI Mars Wake GaSt UVA 
SDSU,San Diego State,MWC-WEST,64.76,32.7830532577911,-117.119600772857,"(32.7831,-117.1196)",2,UTEP UtSt ,USC ASU UCLA Hawa UNLV 
GaSt,Georgia State,SUN BELT EAST,64.45,33.7576173764784,-84.4010603427887,"(33.7576,-84.4011)",2,MidT App ,GT Troy UGA SoAL GASO 
Vand,Vanderbilt,SEC-EAST,64.21,36.1435584969637,-86.8087720870971,"(36.1436,-86.8088)",2,MidT NIU ,Tenn WKU Louv Troy ArSt 
FAU,Florida Atlantic,CONF-USA,63.4,26.3754535636523,-80.101683139801,"(26.3755,-80.1017)",2,FIU MidT ,UCF Mia UF GASO USF 
NoTX,North Texas,CONF-USA,63.26,33.2039350840891,-97.1592235565185,"(33.2039,-97.1592)",2,Rice TxSt ,OU SMU TCU LaTe Tuls 
Wyo,Wyoming,MWC-MOUNTAIN,62.76,41.3119359929924,-105.569064617156,"(41.3119,-105.5691)",2,CoSt UtSt ,AF UNM Colo KU Stan 
NW,Northwestern,BIG TEN-WEST,62.73,42.0653996675299,-87.6924955844879,"(42.0654,-87.6925)",2,NIU WMU ,Ill Ind Wisc CMU Bowl 
WMU,Western Michigan,MAC-WEST,60.86,42.2857554874701,-85.6010042130947,"(42.2858,-85.601)",2,CMU EMU ,Ball MSU Purd NIU NW 
BC,Boston College,ACC-ATLANTIC,60.84,42.3351083489585,-71.1664724349975,"(42.3351,-71.1665)",2,Rutg Char ,Syr Temp Buff WVU UVA 
CMU,Central Michigan,MAC-WEST,58.82,43.5776122825745,-84.7708296775817,"(43.5776,-84.7708)",2,NIU NW ,MSU WMU EMU Wisc MiaO 
Bowl,Bowling Green,MAC-EAST,55.1,41.3780543980322,-83.6224821209907,"(41.3781,-83.6225)",2,EMU NW ,Tol Akr Ohio MiaO Ball 
Colo,Colorado,PAC-12 SOUTH,54.03,40.0093983744632,-105.266886949539,"(40.0094,-105.2669)",2,Wyo UTEP ,AF CoSt UtSt ASU Hawa 
Rice,Rice,CONF-USA,53.96,29.7162340290943,-95.4092645645141,"(29.7162,-95.4093)",2,TxSt ULM ,Hou UTSA NoTX LaTe SoMS 
ArSt,Arkansas State,SUN BELT WEST,53.42,35.8489900953236,-90.6676949436291,"(35.849,-90.6677)",2,Tuls Vand ,Memp LaTe SoMS Mizz KU 
Nev,Nevada,MWC-WEST,53.04,39.5469248501715,-119.817559719085,"(39.5469,-119.8176)",2,Hawa UtSt ,BoSt Stan UCLA OrSt FrSt 
TxSt,Texas State,SUN BELT WEST,52.61,29.8913445487971,-97.9253118055946,"(29.8913,-97.9253)",2,UTSA ULM ,UTex Bay Rice Hou NoTX 
Hawa,Hawaii,MWC-WEST,52.42,21.3727829932682,-157.929968833923,"(21.3728,-157.93)",2,SDSU Colo ,Cal OrSt Nev Stan UNLV 
UNM,New Mexico,MWC-MOUNTAIN,48.44,35.0676104826716,-106.628102835815,"(35.0676,-106.6281)",2,UTEP Wyo ,TTU AF Ariz ASU UTSA 
Buff,Buffalo,MAC-EAST,62.1,42.9990683823964,-78.7775194644928,"(42.9991,-78.7775)",1,BC ,PaSt Akr Syr WVU EMU Kent 
UtSt,Utah State,MWC-MOUNTAIN,59.84,41.7515318861288,-111.812105678856,"(41.7515,-111.8121)",1,Colo ,Utah WSU Nev OrSt Wyo SDSU 
MidT,Middle Tennessee,CONF-USA,59.65,35.8511090805408,-86.3684499263763,"(35.8511,-86.3684)",1,FIU ,Vand WKU GaSt MiaO Tuls FAU 
UTEP,UTEP,CONF-USA,57.65,31.7733453051277,-106.507896780967,"(31.7733,-106.5079)",1,ASU ,Ariz UNM TTU UTSA SDSU Colo 
NIU,NIU,MAC-WEST,56.32,41.934014,-88.778222,"(41.934,-88.7782)",1,WMU ,NW Wisc Purd CMU Iowa Vand 
ULM,ULM,SUN BELT WEST,54.31,32.5310686945154,-92.0664407506764,"(32.5311,-92.0664)",1,LaTe ,Memp Lous SoMS Rice Tuls TxSt 
Char,Charlotte,CONF-USA,49.09,35.310280676164,-80.7404937710652,"(35.3103,-80.7405)",1,FIU ,Wake App Duke CCar USCe BC 
FIU,FIU,CONF-USA,43.16,25.752492787474,-80.3778648376464,"(25.7525,-80.3779)",0,,Mia USF FAU GASO Char MidT UCF 
