nickname,team,conference,rating,lat,long,coords,score,wins,losses
Cinc,Cincinnati,AAC,74.73,39.131284252734,-84.5162614374157,"(39.1313,-84.5163)",4,MiaO Louv Ball Ind ,OhSt UK 
UNC,North Carolina,ACC-COASTAL,74.07,35.9069883474785,-79.0479183197021,"(35.907,-79.0479)",4,Duke Wake ODU VPI ,ECU NCSU 
Memp,Memphis,AAC,73.86,35.1208569172689,-89.9780574112838,"(35.1209,-89.9781)",4,ArSt ULM SoMS Lous ,GT Tuln 
JMU,James Madison,SUN BELT EAST,71.88,38.4350889358521,-78.8734033040367,"(38.4351,-78.8734)",4,UVA Mary VPI Mars ,Pitt Navy 
Ariz,Arizona,PAC-12 SOUTH,70.55,32.2283402320714,-110.949039459228,"(32.2283,-110.949)",4,UTEP TTU ASU UNM ,USC OkSt 
Cal,California,PAC-12 NORTH,70.38,37.8706866037042,-122.250709533691,"(37.8707,-122.2507)",4,Hawa SJSU Stan BoSt ,Ore FrSt 
OrSt,Oregon State,PAC-12 NORTH,86.06,44.5594768421455,-123.281407356262,"(44.5595,-123.2814)",3,Hawa UtSt Nev ,Ore Wash WSU 
Iowa,Iowa,BIG TEN-WEST,81.5,41.6583889368098,-91.5514755249023,"(41.6584,-91.5515)",3,Neb Wisc NIU ,IaSt Minn Mizz 
TTU,Texas Tech,BIG 12,80.9,33.591028298011,-101.87293767929,"(33.591,-101.8729)",3,UNM UTEP UTSA ,Ariz OkSt SMU 
Wisc,Wisconsin,BIG TEN-WEST,78.22,43.0699380264687,-89.4127464294433,"(43.0699,-89.4127)",3,NIU NW CMU ,Minn Iowa Purd 
Wake,Wake Forest,ACC-ATLANTIC,77.29,36.0918348106127,-80.2553415298461,"(36.0918,-80.2553)",3,Char App Duke ,VPI UNC NCSU 
USCe,South Carolina,SEC-EAST,76.61,33.9725911545769,-81.020216345787,"(33.9726,-81.0202)",3,GASO CCar Char ,Clem Tenn UGA 
WSU,Washington State,PAC-12 NORTH,75.7,46.731967978653,-117.160585787811,"(46.732,-117.1606)",3,UtSt Utah OrSt ,Wash BoSt Ore 
Duke,Duke,ACC-COASTAL,75.57,35.9953166502013,-78.9417243003845,"(35.9953,-78.9417)",3,Char UVA ECU ,UNC NCSU Wake 
AF,Air Force,MWC-MOUNTAIN,75.37,38.9969074312268,-104.843688011169,"(38.9969,-104.8437)",3,Colo Wyo UNM ,CoSt OkSt Utah 
WVU,West Virginia,BIG 12,74.44,39.6522199248281,-79.9551753012939,"(39.6522,-79.9552)",3,BC Buff Kent ,Pitt UVA Navy 
BoSt,Boise State,MWC-MOUNTAIN,73.65,43.6027080538683,-116.195912361145,"(43.6027,-116.1959)",3,Nev Utah WSU ,Ore Wash Cal 
Purd,Purdue,BIG TEN-WEST,73.49,40.434323,-86.918485,"(40.4343,-86.9185)",3,NIU WMU Wisc ,Ill Ind Louv 
Troy,Troy,SUN BELT WEST,73.2,31.7995274152521,-85.9521769158619,"(31.7995,-85.9522)",3,GaSt Vand SoMS ,FSU USF SoAL 
Mizz,Missouri,SEC-EAST,72.39,38.9358952967223,-92.3331141471862,"(38.9359,-92.3331)",3,KU ArSt Iowa ,KSU IaSt Neb 
SMU,SMU,AAC,71.89,32.8377158099425,-96.782705783844,"(32.8377,-96.7827)",3,NoTX LaTe TTU ,TCU OU Bay 
Syr,Syracuse,ACC-ATLANTIC,71.72,43.0361328204232,-76.136519908905,"(43.0361,-76.1365)",3,BC Buff Kent ,Rutg PaSt Mary 
Hou,Houston,AAC,71.51,29.7217679632935,-95.3490984109521,"(29.7218,-95.3491)",3,Rice Lous TxSt ,TCU UTex Tuln 
Neb,Nebraska,BIG TEN-WEST,71.37,40.8204835232949,-96.7057156562805,"(40.8205,-96.7057)",3,KU Mizz IaSt ,KSU Iowa Minn 
WKU,Western Kentucky,CONF-USA,70.72,36.9848766298946,-86.459013971646,"(36.9849,-86.459)",3,MidT Vand Ball ,Tenn UK Louv 
Mars,Marshall,SUN BELT EAST,69.72,38.4248653617916,-82.4218583106994,"(38.4249,-82.4219)",3,UK App Kent ,Ohio Tenn JMU 
ASU,Arizona State,PAC-12 SOUTH,69.09,33.426364,-111.932616,"(33.4264,-111.9326)",3,SDSU Colo UNM ,UNLV Ariz UTEP 
Navy,Navy,AAC,67.61,38.9848326354336,-76.5071153640747,"(38.9848,-76.5071)",3,WVU Temp JMU ,Mary ODU Rutg 
Ohio,Ohio,MAC-EAST,67.36,39.321309084594,-82.1034394465235,"(39.3213,-82.1034)",3,Mars Bowl MiaO ,OhSt Kent Tol 
Lous,Louisiana,SUN BELT WEST,67.35,30.2157960967561,-92.0162641355238,"(30.2158,-92.0163)",3,Tuln ULM LaTe ,Hou UTex Memp 
Tol,Toledo,MAC-WEST,66.95,41.6573907789532,-83.6140171915029,"(41.6574,-83.614)",3,Bowl Kent Ohio ,Mich Akr MSU 
SoAL,South Alabama,SUN BELT WEST,66.84,30.6742389873067,-88.0756330490112,"(30.6742,-88.0756)",3,SoMS Troy GaSt ,FSU Tuln UF 
Mia,Miami,ACC-COASTAL,66.53,25.9579337390289,-80.2388405799865,"(25.9579,-80.2388)",3,FIU FAU USF ,UCF FSU UF 
Ind,Indiana,BIG TEN-EAST,65.8,39.1809091337292,-86.5255737304687,"(39.1809,-86.5256)",3,Purd NW Ball ,Louv Ill Cinc 
VPI,Virginia Tech,ACC-COASTAL,64.29,37.2199742830054,-80.4180550575256,"(37.22,-80.4181)",3,App Wake ECU ,JMU Clem UNC 
SJSU,San Jose State,MWC-WEST,62.73,37.3201051866908,-121.86811613079,"(37.3201,-121.8681)",3,Stan UNLV FrSt ,Cal Wash UCLA 
CCar,Coastal Carolina,SUN BELT EAST,62.18,33.7928381752244,-79.0170228280525,"(33.7928,-79.017)",3,GASO Char ECU ,NCSU USCe UGA 
Rutg,Rutgers,BIG TEN-EAST,60.4,40.5137828930887,-74.4650445708728,"(40.5138,-74.465)",3,Temp Syr Navy ,Pitt PaSt BC 
ODU,Old Dominion,SUN BELT EAST,57.77,36.8887813152348,-76.3056761026382,"(36.8888,-76.3057)",3,Navy UVA Temp ,ECU Mary UNC 
USF,South Florida,AAC,57.48,27.9759944700371,-82.5033491849899,"(27.976,-82.5033)",3,FIU Troy FAU ,UF Mia UCF 
CoSt,Colorado State,MWC-MOUNTAIN,56.64,40.561742448678,-105.139843711922,"(40.5617,-105.1398)",3,Colo AF UNLV ,Wyo IaSt Utah 
LaTe,Louisiana Tech,CONF-USA,53.19,32.5322380991582,-92.6560188758494,"(32.5322,-92.656)",3,ArSt NoTX Rice ,ULM SMU Lous 
Akr,Akron,MAC-EAST,52.73,41.0725695152871,-81.5083837509155,"(41.0726,-81.5084)",3,Buff Bowl Tol ,Kent Mich Pitt 
KU,Kansas,BIG 12,73.12,38.9629459889853,-95.2463150024414,"(38.9629,-95.2463)",2,Tuls Wyo ,Mizz Neb KSU IaSt 
UTSA,UTSA,CONF-USA,71.54,29.4169371286815,-98.4789025783538,"(29.4169,-98.4789)",2,Rice UTEP ,TxSt UTex Bay TTU 
ECU,East Carolina,AAC,70.85,35.5964257969893,-77.3652291297912,"(35.5964,-77.3652)",2,ODU UNC ,NCSU VPI CCar Duke 
App,Appalachian State,SUN BELT EAST,67.31,36.211515301693,-81.6855061054229,"(36.2115,-81.6855)",2,Char GASO ,VPI Mars Wake GaSt 
Stan,Stanford,PAC-12 NORTH,65.76,37.4347264132917,-122.161016464233,"(37.4347,-122.161)",2,Nev Hawa ,SJSU Cal UCLA FrSt 
UVA,Virginia,ACC-COASTAL,65.12,38.0311237285568,-78.513708114624,"(38.0311,-78.5137)",2,WVU BC ,JMU ODU Duke Temp 
EMU,Eastern Michigan,MAC-WEST,64.78,42.2557607087688,-83.647756576538,"(42.2558,-83.6478)",2,CMU Buff ,Mich Bowl MSU WMU 
Tuls,Tulsa,AAC,64.69,36.148860675192,-95.943603515625,"(36.1489,-95.9436)",2,MidT ULM ,OkSt KU OU ArSt 
GaSt,Georgia State,SUN BELT EAST,64.45,33.7576173764784,-84.4010603427887,"(33.7576,-84.4011)",2,MidT App ,GT Troy UGA SoAL 
NoTX,North Texas,CONF-USA,63.26,33.2039350840891,-97.1592235565185,"(33.2039,-97.1592)",2,Rice TxSt ,OU SMU TCU LaTe 
SoMS,Southern Miss,SUN BELT WEST,63.07,31.3289784266123,-89.3313306570053,"(31.329,-89.3313)",2,ArSt ULM ,SoAL Tuln Memp Troy 
Wyo,Wyoming,MWC-MOUNTAIN,62.76,41.3119359929924,-105.569064617156,"(41.3119,-105.5691)",2,CoSt UtSt ,AF UNM Colo KU 
Kent,Kent State,MAC-EAST,62.71,41.1390868254951,-81.3134394586086,"(41.1391,-81.3134)",2,Akr Ohio ,Tol Mars Syr WVU 
GASO,Georgia Southern,SUN BELT EAST,62.25,32.4122116763477,-81.7831707000732,"(32.4122,-81.7832)",2,FIU FAU ,USCe CCar UGA App 
WMU,Western Michigan,MAC-WEST,60.86,42.2857554874701,-85.6010042130947,"(42.2858,-85.601)",2,CMU EMU ,Ball MSU Purd NIU 
MiaO,Miami (OH),MAC-EAST,60.81,39.5194211314234,-84.7333545014001,"(39.5194,-84.7334)",2,MidT Bowl ,Cinc UK Ball Ohio 
Ball,Ball State,MAC-WEST,60.11,40.2160276446665,-85.4176996220661,"(40.216,-85.4177)",2,WMU MiaO ,OhSt Cinc Ind WKU 
UNLV,UNLV,MWC-WEST,58.85,36.0859738804692,-115.017113685607,"(36.086,-115.0171)",2,ASU SDSU ,FrSt SJSU Utah CoSt 
CMU,Central Michigan,MAC-WEST,58.82,43.5776122825745,-84.7708296775817,"(43.5776,-84.7708)",2,NIU NW ,MSU WMU EMU Wisc 
Temp,Temple,AAC,58.03,39.9007489004881,-75.1674914360046,"(39.9007,-75.1675)",2,BC UVA ,Rutg Mary Navy ODU 
Bowl,Bowling Green,MAC-EAST,55.1,41.3780543980322,-83.6224821209907,"(41.3781,-83.6225)",2,EMU NW ,Tol Akr Ohio MiaO 
Rice,Rice,CONF-USA,53.96,29.7162340290943,-95.4092645645141,"(29.7162,-95.4093)",2,TxSt ULM ,Hou UTSA NoTX LaTe 
ArSt,Arkansas State,SUN BELT WEST,53.42,35.8489900953236,-90.6676949436291,"(35.849,-90.6677)",2,Tuls Vand ,Memp LaTe SoMS Mizz 
Nev,Nevada,MWC-WEST,53.04,39.5469248501715,-119.817559719085,"(39.5469,-119.8176)",2,Hawa UtSt ,BoSt Stan UCLA OrSt 
Hawa,Hawaii,MWC-WEST,52.42,21.3727829932682,-157.929968833923,"(21.3728,-157.93)",2,SDSU Colo ,Cal OrSt Nev Stan 
UNM,New Mexico,MWC-MOUNTAIN,48.44,35.0676104826716,-106.628102835815,"(35.0676,-106.6281)",2,UTEP Wyo ,TTU AF Ariz ASU 
SDSU,San Diego State,MWC-WEST,64.76,32.7830532577911,-117.119600772857,"(32.7831,-117.1196)",1,UTEP ,USC ASU UCLA Hawa UNLV 
Vand,Vanderbilt,SEC-EAST,64.21,36.1435584969637,-86.8087720870971,"(36.1436,-86.8088)",1,MidT ,Tenn WKU Louv Troy ArSt 
FAU,Florida Atlantic,CONF-USA,63.4,26.3754535636523,-80.101683139801,"(26.3755,-80.1017)",1,FIU ,UCF Mia UF GASO USF 
NW,Northwestern,BIG TEN-WEST,62.73,42.0653996675299,-87.6924955844879,"(42.0654,-87.6925)",1,NIU ,Ill Ind Wisc CMU Bowl 
Buff,Buffalo,MAC-EAST,62.1,42.9990683823964,-78.7775194644928,"(42.9991,-78.7775)",1,BC ,PaSt Akr Syr WVU EMU 
BC,Boston College,ACC-ATLANTIC,60.84,42.3351083489585,-71.1664724349975,"(42.3351,-71.1665)",1,Rutg ,Syr Temp Buff WVU UVA 
UtSt,Utah State,MWC-MOUNTAIN,59.84,41.7515318861288,-111.812105678856,"(41.7515,-111.8121)",1,Colo ,Utah WSU Nev OrSt Wyo 
MidT,Middle Tennessee,CONF-USA,59.65,35.8511090805408,-86.3684499263763,"(35.8511,-86.3684)",1,FIU ,Vand WKU GaSt MiaO Tuls 
UTEP,UTEP,CONF-USA,57.65,31.7733453051277,-106.507896780967,"(31.7733,-106.5079)",1,ASU ,Ariz UNM TTU UTSA SDSU 
NIU,NIU,MAC-WEST,56.32,41.934014,-88.778222,"(41.934,-88.7782)",1,WMU ,NW Wisc Purd CMU Iowa 
ULM,ULM,SUN BELT WEST,54.31,32.5310686945154,-92.0664407506764,"(32.5311,-92.0664)",1,LaTe ,Memp Lous SoMS Rice Tuls 
Colo,Colorado,PAC-12 SOUTH,54.03,40.0093983744632,-105.266886949539,"(40.0094,-105.2669)",1,Wyo ,AF CoSt UtSt ASU Hawa 
TxSt,Texas State,SUN BELT WEST,52.61,29.8913445487971,-97.9253118055946,"(29.8913,-97.9253)",1,UTSA ,UTex Bay Rice Hou NoTX 
Char,Charlotte,CONF-USA,49.09,35.310280676164,-80.7404937710652,"(35.3103,-80.7405)",1,FIU ,Wake App Duke CCar USCe 
FIU,FIU,CONF-USA,43.16,25.752492787474,-80.3778648376464,"(25.7525,-80.3779)",0,,Mia USF FAU GASO Char MidT 
